Study unique ID*,Biological material ID* ,Common material name*,Genus,Species,Infraspecific name,Biological material preprocessing,"Material source ID (Holding institute/stock centre, accession)",Material source DOI,Material source latitude,Material source longitude,Material source description
SSSA_MAIZE_GT,12_64,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00748,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_7,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00749,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_92,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00753,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_95,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00754,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_99,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00755,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_101,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00756,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_17,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00759,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_39,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00760,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_45,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00761,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_49,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00762,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_64,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00763,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_74,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00764,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_90,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00765,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,14_15,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00773,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,14_22,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00775,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,14_76,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00782,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,14_99,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00788,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,17_53,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00804,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,17_78,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00807,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,17_99,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00812,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,18_106,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00813,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,18_26,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00815,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,18_72,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00818,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,18_92,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00822,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,19_58,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00831,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,19_76,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00835,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,19_87,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00837,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,2_2,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00839,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,20_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00854,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,20_50,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00855,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_103,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00896,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_24,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00897,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_19,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00898,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_47,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00904,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_90,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00908,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_98,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00910,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_99,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00911,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,34_57,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00916,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,34_60,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00918,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_23,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00925,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_38,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00929,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_4,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00931,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_9,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00936,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,4_117,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00938,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,4_17,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00939,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,4_97,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00949,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_33,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00954,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_40,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00956,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_79,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00957,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_86,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00959,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,6_80,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00968,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,6_95,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00971,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
